img_path,tags
00bbe442d2cdfe28b4f1dba5ac808a1c0df37021.jpg,"20多岁,一个人,东亚,东方人,中国,亚洲,人,仅一个女人,仅一个青年女人,仅女人,仅成年人,彩色图片,影棚拍摄,微笑,成年人,技术,拿着,摄影,水平画幅,生活方式,留白,白色背景,美,身体保养,青年人"
00bc74f2defb0baec815b1d5efd8842687265592.jpg,"20多岁,东亚,东方人,中国,云,亚洲,商务,城市,城市生活,塔,女人,度假,建筑,建筑外部,彩色图片,成年人,户外,拿着,摄影,摩天大楼,旅游目的地,旅行,现代,男人,白昼,都市风光,青年人"
00be58168db4865a1cebb03a36b4cd076355b406.jpg,"一个人,亚洲人,人,人体,仅成年人,室内,彩色图片,影棚拍摄,成年人,手,拿着,摄影,水平画幅,青年人"
00c43dbedf2e63e493ecd5d61cfc29b555e17f11.jpg,"一个物体,一致,人体,人的脸部,切片食物,彩色图片,影棚拍摄,摄影,无人,柑橘属,柠檬,桔子,水平画幅,水滴,满画幅,红色,绘画插图,美元符号,美女,货币标志,金色,金融,黄色"
00ca1f6741476b71411c99a824308c86740358ac.jpg,"中国,交通,交通方式,候机厅,公共交通,办公大楼,商务,城市,城市生活,大厅,建筑,彩色图片,摄影,旅游目的地,无人,机场,水平画幅,现代,白昼,盆栽植物,空的,窗户,设计,走廊,迅速,运输,都市风光,镜子,首都"
00ca2d8d485360076a29ade72f5cbbcca5578b31.jpg,"一个人,人,人体,人的脸部,仅一个女人,仅一个青年女人,仅女人,仅成年人,室内,彩色图片,微笑,成年人,摄影,日本人,水平画幅,美,美女,身体保养,闭着眼睛,青年人"
00cea6bbe9e2d904064bc0d7b7f8262e5d8489e0.jpg,"垂直画幅,彩色图片,影棚拍摄,摄影,无人,特写,留白,白色背景"
00d4440a7e3d9af7155dd8ad1dacaa616d283c08.jpg,"40-80年代风格复兴,专门技术,中年人,亚洲人,人,休闲装,全身像,彩色图片,成年人,技术,插图画法,摄影,数字,父亲,白色背景,矢量图,符号,绘画插图,背景分离,赚钱,钟"
00da9af42262a8470e8c523559041150a89ccb69.jpg,"一个物体,彩色图片,影棚拍摄,摄影,无人,白色,白色背景,背景分离"
00e285f4d700892e69b688cff0d4717e50331c75.jpg,"东亚,中国,云,人,全身像,反射,地形,天空,幸福,度假,彩色图片,户外,摄影,放松,旅游目的地,日光,树,水平画幅,父亲,留白,白昼,自然"
00e464a16153346af5a2a755d4750042afed44c2.jpg,"一个人,东亚,东方人,中国,亚洲,人,仅成年人,仅男人,全身像,反射,夜晚,幸福,度假,彩色图片,愉悦,成年人,户外,拿着,摄影,放松,日光,日落,照亮,生活方式,男人,系列图,都市风光,青年人"
00e6fa51010c8658d85f6a7d1c2ee300ede4d3df.jpg,"云,地形,天空,彩色图片,户外,摄影,旅游目的地,无人,树,水平画幅,湖,留白,白昼,白色,自然,自然美,都市风景,风景"
00f4ec7ef3baa065ab27a9c101c8e0575575b4cb.jpg,"20多岁,6岁到7岁,不看镜头,东亚,东方人,中国,中国人,亚洲,亚洲人,人,休闲活动,休闲装,住宅内部,儿童,全身像,垂直画幅,女孩,室内,家庭,幸福,彩色图片,微笑,快乐,成年人,技术,拿着,挨着,摄影,放松,时尚,正面视角,母亲,爱,父亲,现代,生活方式,男人,留白,白昼,窗户,露齿笑,青年人"
00fc815ebdf3e94a5c7119746f1074c533cb987e.jpg,"20到24岁,20多岁,不看镜头,专门技术,东亚,东方人,中国,中国人,亚洲,亚洲人,亚洲人和印度人,享乐,人,休闲,休闲装,公园,北京,团队,城市生活,女儿,女孩,家庭,幸福,彩色图片,微笑,快乐,成功,成年人,技术,拿着,挨着,摄影,放松,日光,日本,树,欢乐,母亲,水平画幅,爱,父亲,现代,生活方式,生长,男人,留白,相伴,表现积极,露齿笑,青年人,青年男人"
01005459ff9f7c3200ef4a873ee20f29a09ad4c2.jpg,"东亚,中国,亚洲,办公大楼,发展,商务,国际著名景点,城市,城市生活,塔,天空,天际线,市区,建筑,建筑外部,彩色图片,户外,摄影,摩天大楼,旅游,旅游目的地,旅行,无人,水平画幅,现代,留白,著名景点,都市风光,都市风景,金融区,首都"
0103f7d1408b957673ec327f75c22bc67f20e0db.jpg,"东亚,东方明珠塔,中国,云,亚洲,城市,城市生活,塔,夜晚,市区,建筑,建筑外部,建筑结构,彩色图片,户外,摄影,摩天大楼,旅游,旅游目的地,旅行,无人,照亮,航拍视角,著名景点,都市风光,都市风景,黄浦江"
0111e3c25935aa03e7d27e581eadf3d7c60345f8.jpg,"20多岁,中国,住宅内部,咖啡杯,地毯,室内,幸福,彩色图片,拿着,摄影,放松,日光,水平画幅,生活方式,窗帘,窗户,装饰物"
0115fbfe884c01d6ed54a2fd9c8ae029acaf7202.jpg,"地形,彩色图片,户外,摄影,无人,树,水平画幅,留白,白昼,自然"
0126f5da5fb27a3b13360da45510eaccbacfeb24.jpg,"20到24岁,20多岁,30多岁,一个人,三个人,不看镜头,东亚,东方人,中国,中国人,中年男人,乐趣,亚洲,亚洲人,亚洲人和印度人,享乐,人,仅一个男人,仅成年人,仅男人,休闲,休闲活动,休闲装,全身像,双亲家庭,垂直画幅,女人,女儿,女性,家庭,幸福,度假,彩色图片,微笑,快乐,愉悦,成年人,户外,拿着,摄影,放松,欢乐,母亲,爱,父亲,生活方式,男人,男商人,男性,白昼,相伴,站,系列图,衣服,青年人,青年男人"
012a142584e2db227b8d4c04b6b5416d6ba34285.jpg,"彩色图片,摄影,无人,水平画幅"
012e133fef3f074e737a69b11b84427aef1ea188.jpg,"东亚,中国,中国食品,传统文化,健康食物,垂直画幅,多样,庆祝,彩色图片,摄影,文化,无人,柑橘属,柠檬,海产,清新,烹调,美味,膳食,选择,韩国,食品,餐具,饮食"
013940cfa0e56d1137e330c4241f93ea1cdfdd25.jpg,"一个人,人,仅一个男人,仅成年人,全身像,垂直画幅,彩色图片,成年人,拿着,摄影,活力,男人,系列图,行动"
014460149be3a2c37c9e75b5a7bcbdc0fac3426b.jpg,"垂直画幅,彩色图片,户外,摄影,旅游目的地,无人,水,白昼,餐具,饮食"
014d94f9981f81e7f9809c9f63a8a5b2ef352c04.jpg,"中国,室内,彩色图片,成年人,摄影,时尚,水平画幅,现代,生活方式,窗户,青年人"
016ca16d4f8571ab5a9c968bc23fad6a3eb559d0.jpg,"一个人,东亚,东方人,中国人,亚洲,亚洲人,人,全身像,垂直画幅,彩色图片,影棚拍摄,成年人,拿着,摄影,时尚,正面视角,留白,白色,白色背景,站,背景分离,连衣裙"
016dd10715b87de5d0187d2566f6493322352c8b.jpg,"一个人,中国,室内,彩色图片,户外,摄影,放松,旅游目的地,水,留白,白昼,窗户,风景"
01719061a9b128b1603b6296356a3af316c8324c.jpg,"cbd,东亚,中国,亚洲,交通,办公大楼,反射,台湾,城市,城市生活,塔,夜晚,天际线,市区,市区路,建筑,建筑外部,彩色图片,户外,摄影,摩天大楼,旅游目的地,旅行,无人,桥,河流,照亮,照明设备,现代,繁荣,街道,路灯,迅速,运动模糊,运输,通路,都市风光,都市风景,长时间曝光,霓虹灯,首都"
019c99f6e99a30e62dbcf05db933dda13b1d1902.jpg,"健康食物,室内,彩色图片,影棚拍摄,摄影,无人,白色,白色背景,背景分离,食品,饮食"
019dc9513e69b317af8daf9c8adc2cb8676d51ff.jpg,"垂直画幅,室内,彩色图片,技术,拿着,摄影,无人,精神振作"
01a0e592329810f86600db23283e0e85153bf758.jpg,"20多岁,一个人,东亚,人,人的脸部,仅一个女人,仅一个青年女人,仅女人,仅成年人,化妆用品,垂直画幅,女性特质,完美,彩色图片,影棚拍摄,微笑,成年人,摄影,时尚,特写,白色,白色背景,美,美女,肖像,背景分离,脸颊,表现积极,身体保养,青年人"
01a86af655878897146214f21d894311b7fd40da.jpg,"丰富,健康食物,切片食物,坚果,多样,大量物体,密封食品,彩色图片,影棚拍摄,摄影,无人,根茎类蔬菜,水平画幅,清新,满画幅,特写,生食,粥,美味,群众,航拍视角,选择对焦,都市风景,金色,韩国,食品,饮食,首尔,首都"
01b9a073898515547dd7d882337283507283bea4.jpg,"20到24岁,20多岁,一个人,东亚,东方人,中国,中国人,亚洲,亚洲人,亚洲人和印度人,享乐,人,仅一个女人,仅一个青年女人,仅一个青年男人,仅女人,仅成年人,休闲,休闲活动,休闲装,坐,垂直画幅,室内,幸福,彩色图片,微笑,成年人,拿着,摄影,放松,时尚,生活方式,青年人"
01cc976ebb37f683b8de4daffe910b3352dfd984.jpg,"一个物体,室内,彩色图片,影棚拍摄,摄影,无人,正方形,留白,白色背景,空白的"
01d18eb233a1773870d13f116db6265d238aa6d0.jpg,"20到24岁,20多岁,一个人,不看镜头,东亚,东方人,两个人,中国人,乐趣,亚洲,亚洲人,亚洲人和印度人,享乐,人,仅一个男人,仅一个青年女人,仅一个青年男人,仅成年人,休闲,休闲活动,休闲装,健康生活方式,全身像,垂直画幅,女人,女性,帽子,幸福,度假,彩色图片,影棚拍摄,微笑,快乐,愉悦,成功,成年人,拿着,摄影,放松,时尚,欢乐,正面视角,活力,爱,父亲,独生子女家庭,生活方式,男人,男性,留白,白色,白色背景,站,背景分离,表现积极,跑,酷,露齿笑,青年人,青年男人"
01d2e2740ce2139f0f020dd918c0d2a3ae502006.jpg,"东亚,中国,亚洲,反射,城市,度假,建筑,建筑外部,彩色图片,户外,摄影,放松,旅游,旅游目的地,旅行,树,水,河流,湖,白昼,都市风光,都市风景,风景"
01d8539eb12e35be915b479bc94c40dfc3cda68c.jpg,"中国,反射,垂直画幅,建筑,建筑外部,彩色图片,户外,摄影,旅游目的地,无人,都市风光"
01dd1e7cc44f29cf49cb5b5c9a2f962acead4b42.jpg,"一个物体,室内,彩色图片,影棚拍摄,摄影,无人,水平画幅,特写,白色,白色背景,符号,绿色"
01df29340d50ee5c1c02b385b786a39b325b0a7e.jpg,"一个人,人,仅成年人,垂直画幅,彩色图片,影棚拍摄,成年人,拿着,插图画法,白色背景,绘画插图"
01ea7dfab5340d3768e639f7c2abf5e94ed65c67.jpg,"东亚,室内,彩色图片,影棚拍摄,摄影,无人,白色,白色背景,精神振作,餐具,饮食"
01f2eac8f0d0167453730d7201fe53fddcffb3b4.jpg,"圆形,地球,天文学,太空,彩色图片,无人,星星,星系,水平画幅,绘画插图,行星"
01f848f8bb12d72b0c4d5dbd635cc7cea8ca7ff9.jpg,"一个物体,中国,亚洲,商务,垂直画幅,室内,彩色图片,影棚拍摄,技术,摄影,无人,特写,白色,白色背景"
01fc929af06899b3ebc788c6177ee960d55abd30.jpg,"中国,云,反射,地形,天空,度假,彩色图片,户外,摄影,放松,旅游目的地,旅行,日落,水,水平画幅,海洋,风景"
01fda887035eb77811dadd082be83a45d9fdb0f3.jpg,"一个人,专门技术,东方人,中国人,人,仅一个男人,仅成年人,仅男人,信心,半身像,商务,商务人士,垂直画幅,套装,室内,彩色图片,影棚拍摄,成年人,拿着,摄影,正装,男人,男商人,白色背景,职业,青年人"
020bb18d8afff9ee93732477cdf666b89ee7b750.jpg,"一个物体,垂直画幅,彩色图片,影棚拍摄,摄影,无人,特写,白色,白色背景,背景分离,蒲公英"
020de37d1270e9803c70b04b3f7ffa0a4f687c1c.jpg,"一个物体,彩色图片,影棚拍摄,摄影,无人,水平画幅,环境保护,白色,白色背景,绿色,背景分离,自然,草"
021292650d106577929f8d8bac24198064cdc520.jpg,"20到24岁,20多岁,20岁到25岁,一个人,不看镜头,东亚,东方人,中国,中国人,乐趣,亚洲,亚洲人,亚洲人和印度人,享乐,人,仅一个女人,仅一个青年女人,仅一个青年男人,仅成年人,休闲,休闲活动,休闲装,信心,健康生活方式,健康的,全身像,刺激,动作,垂直画幅,女人,女性,幸福,彩色图片,影棚拍摄,微笑,快乐,成年人,拿着,摄影,放松,无忧无虑,时尚,欢乐,正面视角,活力,爱,父亲,生活方式,男人,男性,留白,白色,白色背景,站,背景分离,表现积极,运动服,露齿笑,青年人,青年男人"
02135ddb40891cae95d7f84441a12f4cbfef2e55.jpg,"健康食物,多样,彩色图片,摄影,无人,水平画幅,白色背景,简单,黄色"
021c6325c244fe5905a23869c5cb93ffc9b8b74e.jpg,"彩色图片,摄影,无人,留白"
021ca3fdf03a2b845b668491f9f56a2281e9b132.jpg,"云,人间天堂,剪影,地形,天空,山,岩石,度假,彩色图片,户外,摄影,放松,旅游目的地,旅行,日光,树,森林,植物,气候,牧场,环境,生长,田园风光,白昼,绿色,美,自然,自然地理,自然美,草地,雾,非都市风光,风景"
02364c9fe767ff221e7cd02ffca2e3772cf42043.jpg,"20多岁,东亚,东方人,中国,亚洲,仅一个女人,彩色图片,成年人,技术,拿着,摄影,放松,日本人,时尚,水平画幅,生活方式,留白,精神振作,青年人"
02508e114193d44a1d0c73874e86852b2a47ef75.jpg,"东亚,中国,云,亚洲,反射,地平线,地形,天空,天际线,太阳,宁静,度假,彩色图片,户外,摄影,旅游,旅游目的地,旅行,无人,无限,日光,日出,日落,气候,水,水平画幅,水面,海洋,海滩,湖,自然,自然美,都市风景,雾,风景"
0261901dc0fa8bd81b5e09fbbedec1f30bcbbe7a.jpg,"20多岁,6岁到7岁,不看镜头,东亚,东方人,中国,中国人,中年人,乐趣,云,亚洲,亚洲人,享乐,人,仅成年人,休闲活动,休闲装,健康的,儿童,全身像,关爱,双亲家庭,垂直画幅,女人,女儿,女孩,女性,学龄儿童,家庭,年轻双亲,幸福,度假,彩色图片,微笑,快乐,愉悦,成年人,户外,拿着,挨着,摄影,放松,旅游目的地,旅行,无忧无虑,日光,欢乐,母亲,水,水平线,沙子,海洋,海滩,爱,爱的,父亲,父母,生活方式,男人,留白,白人,白昼,相伴,自由,行动,表现积极,跑,露齿笑,青年人"
026569a06af90526c5c7a883969adb8dce0dd9f7.jpg,"一个人,仅一个女人,仅一个青年女人,垂直画幅,室内,彩色图片,彩色背景,影棚拍摄,拿着,摄影,连衣裙"
026a887f0f8706a5f6cab1421852c3c887dde692.jpg,"20多岁,不看镜头,东亚,东方人,中国,中国人,亚洲,亚洲人,亚洲人和印度人,享乐,人,休闲装,信心,关爱,半身像,团队,垂直画幅,女儿,女孩,室内,家庭,幸福,彩色图片,微笑,快乐,成功,成年人,技术,拿着,摄影,放松,日本人,正装,母亲,父亲,生活方式,男性,白色背景,露齿笑,青年人,青年男人"
0270e6ba1db6ef90801043f2be4ea7f8881acb15.jpg,"东亚,地形,地貌,城市,天空,度假,建筑,建筑外部,彩色图片,户外,摄影,放松,旅游目的地,旅行,无人,日光,日落,水平画幅,海洋,白昼,著名景点,路,运输,都市风光,镜头眩光,雾,风景"
0276a3b2357756b3eaf0663698b091dc184f6ee9.jpg,"中国,云,垂直画幅,度假,彩色图片,户外,摄影,放松,旅游目的地,旅行,无人,水,海洋,牧场,白昼,自然,风景"
02786a6502a15bf8b8766a8a247c9028e0452a5b.jpg,"东亚,中国,亚洲,住宅内部,台北,台湾,城市生活,夜晚,室内,庆祝,建筑,彩色图片,摄影,旅游目的地,无人,无人迹,照亮,照明设备,现代,红色"
028c93ad37081984d34eb8a0e7480e1c331b0e73.jpg,"一个人,东亚,东方人,两个人,中国,云,亚洲,亚洲人和印度人,人,全身像,关爱,垂直画幅,女儿,女孩,婴儿,幸福,度假,彩色图片,快乐,成年人,户外,拿着,摄影,放松,无上装,母亲,爱,父亲,生活方式,男人,白昼,相伴,童年,纯洁"
028f14f2a0034b89dd767565cf17f4644b3b598d.jpg,"20到24岁,20多岁,一个人,东亚,东方人,中国人,亚洲,亚洲人和印度人,人,仅一个女人,仅一个青年女人,仅女人,仅成年人,休闲装,半身像,女人,室内,彩色图片,影棚拍摄,微笑,快乐,成年人,拿着,挨着,摄影,放松,时尚,正面视角,水平画幅,生活方式,白色,白色背景,美女,青年人,面部表情"
0295f7cc367d3e611ba6398dd3bcb654a1cc2c44.jpg,"东亚,中国,云,亚洲,全身像,历史,城市,天空,宏伟,度假,建筑,建筑外部,建筑结构,彩色图片,户外,旅游,旅游目的地,旅行,无人,树,白昼,白色,著名景点,都市风光,都市风景,首都"
02b628eb9ec751bb45606723192e715ba5c602a3.jpg,"一个人,东亚,中国,人,垂直画幅,彩色图片,影棚拍摄,摄影,白色背景,背景分离"
02ca249a1db582512f5145d5216214daf206b60a.jpg,"20多岁,一个人,东亚,东方人,中国,中国人,亚洲,亚洲人,亚洲人和印度人,人,休闲装,垂直画幅,幸福,彩色图片,影棚拍摄,微笑,成年人,拿着,摄影,放松,母亲,爱,生活方式,留白,白色背景,背景分离,青年人"
02e14b3105f14085878006f3a2c23e8b211d35d8.jpg,"东方人,亚洲人,人,仅成年人,休闲活动,休闲装,女儿,女孩,学龄儿童,家庭,幸福,彩色图片,成年人,户外,方向,旅途,日光,树,母亲,水平画幅,沙子,海滩,父亲,环境,男人,留白,白昼,绿色,自然,草,草地,草坪,青年人,非都市风光"
02e606ac5a56502a06deb21dcec8575783fd6a0a.jpg,"20到24岁,20多岁,25岁到29岁,东亚,东方人,中国,中国人,亚洲,亚洲人,亚洲人和印度人,享乐,人,休闲,休闲活动,休闲装,住宅内部,关爱,北京,可爱的,坐,垂直画幅,女人,女儿,室内,家,家庭,年轻双亲,幸福,彩色图片,微笑,快乐,成年人,拿着,挨着,摄影,放松,欢乐,正面视角,母亲,注视镜头,深情的,温馨家园,爱,父亲,独生子女家庭,生活方式,男人,男性,白色,白色背景,相伴,露齿笑,青年人,青年女人,青年男人,面部表情"
02ee2a967143a704b1fe4a0fa0032a71096cd1c9.jpg,"20多岁,不看镜头,东亚,东方人,中国,中国人,亚洲,亚洲人,亚洲人和印度人,人,休闲装,半身像,商务,商务人士,女人,女孩,室内,幸福,彩色图片,微笑,快乐,成功,成年人,技术,拿着,摄影,无线电技术,欢乐,正面视角,水平画幅,沟通,生活方式,男人,男商人,留白,窗帘,表现积极,露齿笑,青年人"
02f67be6ce27b2f56eee28686106bc809b76e4b8.jpg,"东亚,中国,亚洲,彩色图片,影棚拍摄,成功,摄影,无人,水平画幅,白色背景"
02fc66e0b465911cebf6e5387a5dac56e8d76eb4.jpg,"人体,前景聚焦,彩色图片,成功,技术,摄影,无人,脆弱,部分"
02fe4d0f2b281b6c8bf46f302f40f8b74a45bdd6.jpg,"彩色图片,影棚拍摄,想法,摄影,无人,特写,白色,白色背景,符号,背景分离,蒲公英"
03051eb643d3c09f5be5435a0aec8373c20e4b5d.jpg,"垂直画幅,室内,彩色图片,影棚拍摄,技术,摄影,无人,白色背景,银行业"
03058a91e7ed2bbe2ae157872a263b7a4868550d.jpg,"20多岁,不看镜头,东亚,东方人,两个人,中国,中国人,亚洲,亚洲人,亚洲人和印度人,享乐,人,休闲装,关爱,半身像,女人,女儿,女孩,女性,家庭,幸福,彩色图片,微笑,快乐,成年人,拿着,挨着,摄影,放松,日光,时尚,欢乐,母亲,水平画幅,浪漫,深情的,爱,父亲,独生子女家庭,生活方式,男人,留白,相伴,美女,表现积极,露齿笑,青年人,青年女人,餐具"
03149b1e04ba1b5fcbba57f9f999bd6655c38735.jpg,"东亚,中国,亚洲,垂直画幅,城市,城市生活,庆祝,建筑,建筑外部,彩色图片,摄影,放松,旅游目的地,无人,照亮,玻璃杯,航拍视角,都市风光,都市风景,餐具"
031659889263e8642d448053848d9761d8933a2c.jpg,"东亚,中国,光亮,剪影,反射,夜晚,彩色图片,日光,日落,水平画幅,照亮,照明设备"
0320c005ed64fa2cdd6cd9bb384633682ed7d894.jpg,"一个人,东亚,中国,人,人体,仅一个女人,垂直画幅,彩色图片,影棚拍摄,摄影,特写,白色背景,脆弱,部分"
0324732bd88ac8247ed12b61f021cf87c2329c6c.jpg,"东亚,中国,亚洲,彩色图片,影棚拍摄,成功,摄影,数字,无人,水平画幅,生长,留白,白色背景,符号"
033ba2044313508ae01bf2d7dc2bccccf28b0393.jpg,"中国,健康食物,反射,垂直画幅,彩色图片,影棚拍摄,摄影,无人,柠檬,特写,玻璃杯,白色,白色背景,精神振作,食品,餐具,饮料,饮食"
033cb5414eccd03b14b1615c20a54a1d0fc3c8eb.jpg,"中国,云,夜晚,彩色图片,撒出,无人,柠檬,玻璃杯,精神振作,红色"
033e6807d57223128715659b64755baf897d0527.jpg,"20多岁,一个人,专门技术,东亚,东方人,中国,中国人,亚洲,亚洲人,亚洲人和印度人,人,仅一个女人,仅一个青年女人,仅女人,仅成年人,半身像,垂直画幅,女人,女性,室内,彩色图片,成年人,拿着,摄影,放松,时尚,生活方式,白色,白色背景,精神振作,青年人"
034542b9af2fd8b64e6bba9136f29ebb700cbc8c.jpg,"东亚,垂直画幅,室内,彩色图片,影棚拍摄,拿着,摄影,放松,无人,白色,白色背景,青年人"
035c1c37d844463c0c3c4fe5a47d50509c9ed3d4.jpg,"20多岁,东亚,东方人,中国,中国人,中年人,中年女人,亚洲,亚洲人和印度人,享乐,人,仅成年人,办公室,合伙,商务人士,团队,坐,套装,女人,女儿,室内,幸福,庆祝,彩色图片,快乐,成功,成年人,拿着,摄影,桌子,水平画幅,沟通,父亲,生活方式,男人,男商人,着装得体,祖母,祖父母,窗帘,窗户,聚会,青年人,青年男人,领导能力,首席执行官"
03612c58303010ac91da2ac7abe1996be13cad3b.jpg,"20到24岁,20多岁,一个人,专门技术,东亚,东方人,中国,中国人,亚洲,亚洲人,亚洲人和印度人,人,人的脸部,仅一个青年女人,仅成年人,休闲装,半身像,女人,女孩,幸福,彩色图片,微笑,快乐,成年人,拿着,摄影,放松,日光,日本人,水平画幅,爱,父亲,现代,生活方式,白昼,美,露齿笑,青年人"
0368222c8060bfd4f8d3bc5d89ccdb8cc7e2f392.jpg,"一致,东亚,亚洲,叶子,多样,彩色图片,摄影,无人,植物,模仿,水平画幅,环境,生长,符号,脆弱,自然,自然美,花,花瓣,落叶树,蒲公英,赚钱,黄色"
03692f1aee76352349a2168cc4b2b4afddcba8dd.jpg,"东亚,中国,云,人间天堂,反射,国内著名景点,地平线,地形,地貌,天空,宁静,宏伟,寒冷,山,山脉,岩石,度假,建筑,建筑外部,彩色图片,户外,摄影,放松,旅游,旅游目的地,旅行,旅途,无人,日光,极端地形,树,气候,水,水平画幅,河流,流水,热带气候,牧场,白昼,自然,自然地理,西藏自治区,都市风景,雪,雪山,风景"
036f7d9ca92dab3447190614c8e5c17d6c89dbec.jpg,"地球,彩色图片,影棚拍摄,摄影,无人,水平画幅"
